Company,CEO,CEO Linkedin Profile,Vice President,Vice President Linkedin Profile,Company Website
"Pretium Resources, Inc.",Joe Ovsenek ,https://ca.linkedin.com/in/joe-ovsenek-9ab85369,Kevin Torpy ,https://www.linkedin.com/in/kevintorpy,https://www.pennvirginia.com
Primoris Services Corporation,David King ,https://www.linkedin.com/in/david-king-515bb22b,Glen Welch ,https://www.linkedin.com/in/glen-welch-44285022,https://www.prim.com
Procter & Gamble Company (The),Top 25 Yuri profiles at Procter,https://www.linkedin.com/pub/dir/Yuri/+/procter-&-gamble-company,Jodi Graham ,https://www.linkedin.com/in/jodigraham1,https://www.pginvestor.com
Quaker Chemical Corporation,Michael Barry ,https://www.linkedin.com/in/michael-barry-382b9814,Ron Ettinger ,https://www.linkedin.com/in/ron-ettinger-aa213a12,https://www.quakerchem.com
Rayonier Advanced Materials Inc.,Jay Posze ,https://www.linkedin.com/in/jay-posze-9994859,Jay Posze ,https://www.linkedin.com/in/jay-posze-9994859,https://www.rayonieram.com
Reliance Steel & Aluminum Co.,Suzie Bonner ,https://www.linkedin.com/in/suzie-bonner-7b7540b,Laura Marowitz ,https://www.linkedin.com/in/laura-marowitz-b410721a,https://www.rsac.com/
"Renewable Energy Group, Inc.",Jeff Stroburg ,https://www.linkedin.com/in/jeff-stroburg-589153a8,Brad Albin ,https://www.linkedin.com/in/brad-albin-18b40b15,https://www.regi.com
Resolute Forest Products Inc.,Jim W. Brown ,https://www.linkedin.com/in/jwbrown1,Scott Palmer ,https://www.linkedin.com/in/scott-palmer-525564a,https://www.resolutefp.com
REX American Resources Corporation,Zafar Rizvi ,https://www.linkedin.com/in/zafar-rizvi-07a27910,Roger Baldwin ,https://www.linkedin.com/in/roger-baldwin-410b0310,N/A
Rio Tinto Plc,Simone Niven ,https://uk.linkedin.com/in/simone-niven-4284ba65,Eric Turner ,https://uk.linkedin.com/in/eric-turner-852091b,https://www.riotinto.com
Rogers Corporation,Bruce Hoechner ,https://www.linkedin.com/in/bruce-hoechner-60848414,Jay Knoll ,https://www.linkedin.com/in/jay-knoll-30bb1911,https://www.rogerscorp.com
"Royal Gold, Inc.",Sheikh Bassirou Kante ,https://www.linkedin.com/in/sheikh-bassirou-kante-286aa338,Bill Heissenbuttel ,https://www.linkedin.com/in/bill-heissenbuttel-62466215,https://www.royalgold.com
RPM International Inc.,Frank Sullivan ,https://www.linkedin.com/in/frank-sullivan-177b0a92,Lonny DiRusso ,https://www.linkedin.com/in/lonny-dirusso-77aa3749,https://www.rpminc.com
Ryerson Holding Corporation,Edward Lehner ,https://www.linkedin.com/in/edward-lehner-9962b67,Mark Silver ,https://www.linkedin.com/in/mark-silver-849b094,https://www.ir.ryerson.com/
Sandstorm Gold Ltd,David Awram ,https://ca.linkedin.com/in/david-awram-b2996a84,"Denver Harris, CFA, CPHR ",https://ca.linkedin.com/in/denverh,https://www.sandstormgold.com
"Schweitzer-Mauduit International, Inc.",Wilfred Martinez ,https://www.linkedin.com/in/wilfredmartinez,Joseph Couture ,https://www.linkedin.com/in/joseph-couture-3ab72123,https://www.swmintl.com/
Scotts Miracle-Gro Company (The),Stephanie Alvis ,https://www.linkedin.com/in/stephanie-alvis-1bb4707,Rob Lamp ,https://www.linkedin.com/in/rob-lamp-698a541a,https://www.scottsmiraclegro.com
"Seabridge Gold, Inc.",Peter Williams ,https://www.linkedin.com/in/peter-williams-1342b042,Peter Williams ,https://www.linkedin.com/in/peter-williams-1342b042,https://www.seabridgegold.net
Sealed Air Corporation,Ted Doheny ,https://www.linkedin.com/in/ted-doheny,Brian Luburgh ,https://www.linkedin.com/in/brian-luburgh-64336bb,https://www.sealedair.com
"Select Interior Concepts, Inc.",Brandon C. Blewett ,https://www.linkedin.com/in/brandoncblewett,Brandon C. Blewett ,https://www.linkedin.com/in/brandoncblewett,https://www.selectinteriorconcepts.com
"SenesTech, Inc.",Kim Wolin ,https://www.linkedin.com/in/kim-wolin-59937024,Kim Wolin ,https://www.linkedin.com/in/kim-wolin-59937024,https://www.senestech.com
Sensient Technologies Corporation,Paul Manning ,https://www.linkedin.com/in/paul-manning-1340562,Amy Agallar ,https://www.linkedin.com/in/amy-agallar-2320077,https://www.sensient.com
Sharps Compliance Corp.,David P. Tusa ,https://www.linkedin.com/in/davidptusa,David P. Tusa ,https://www.linkedin.com/in/davidptusa,https://www.sharpsinc.com
Sibanye Gold Limited,Freddie Nortje ,https://www.linkedin.com/in/freddie-nortje-248735117,Phillip Jacobs ,https://www.linkedin.com/in/phillip-jacobs-6b592a6,N/A
Sierra Metals Inc.,Daniel Tellechea S ,https://www.linkedin.com/in/daniel-tellechea-s-67b92498,Ed Guimaraes ,https://www.linkedin.com/in/ed-guimaraes-71bb82a6,https://www.somanetics.com
Silvercorp Metals Inc.,Gord Neal ,https://ca.linkedin.com/in/gord-neal-78594716,Jim Yin ,https://www.linkedin.com/in/jim-yin-33b13139,https://www.silvercorpmetals.com
SilverCrest Metals Inc.,Chris Ritchie ,https://www.linkedin.com/in/chris-ritchie-238950b3,Salvador Aguayo ,https://www.linkedin.com/in/salvador-aguayo-b6568218,https://www.silvercrestmetals.com/
"SINOPEC Shangai Petrochemical Company, Ltd.",Result Not Found,No Results,Result Not Found,"International Business Personnel Trainer & Foreign Expert Trainer. Sinopec Shanghai Petrochemical Company, Ltd (SPC) Training Center & Shanghai Pacican ...",https://www.spc.com.cn
Skyline Champion Corporation,Richard W. Florea ,https://www.linkedin.com/in/richardflorea,Tim Burkhardt ,https://www.linkedin.com/in/tim-burkhardt-2b878b13,https://www.skylinecorp.com
